34.227.110.80 - - [04/Apr/2026:02:52:49 +0000] "GET / HTTP/1.1" 504 176 "-" "curl/8.5.0"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /_next/static/chunks/0.bgjv8xcb70c.js HTTP/1.1" 200 11579 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /_next/static/chunks/0pqt~8bl3ukh4.js HTTP/1.1" 200 9256 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /assets/js/qr_modal.js HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /assets/js/message.js HTTP/1.1" 404 2527 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /_next/static/chunks/0o59ac8426icc.js HTTP/1.1" 200 37226 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /_next/static/chunks/15ika4zy8_z34.js HTTP/1.1" 200 2514 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /js/twint_ch.js HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:13 +0000] "GET /_next/static/media/83afe278b6a6bb3c-s.p.0q-301v4kxxnr.woff2 HTTP/1.1" 200 48432 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /_next/static/chunks/turbopack-0dawjl7raq68q.js HTTP/1.1" 200 4179 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /bot-connect.js HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /_next/static/media/caa3a2e1cccd8315-s.p.16t1db8_9y2o~.woff2 HTTP/1.1" 200 28388 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /robots.txt HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /_next/static/chunks/04s5mez522w51.js HTTP/1.1" 200 31198 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /_next/static/chunks/0yb2wil16uz6h.js HTTP/1.1" 200 2030 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /_next/static/chunks/14okdlxa51d~o.js HTTP/1.1" 200 8927 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /static/style/sys_files/index.js HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:14 +0000] "GET /css/support_parent.css HTTP/1.1" 404 2527 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:15 +0000] "GET /static/style/protect/index.js HTTP/1.1" 404 2527 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:15 +0000] "GET /assets/js/auth.js HTTP/1.1" 404 2527 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:15 +0000] "GET /_next/static/chunks/0vkgb7xyv-nko.js HTTP/1.1" 200 71081 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
178.22.106.230 - - [06/Apr/2026:03:55:15 +0000] "GET /_next/static/chunks/12pqiyt0ek5ng.css HTTP/1.1" 200 21733 "-" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
142.93.38.123 - - [06/Apr/2026:07:44:20 +0000] "GET / HTTP/1.1" 200 2831 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
142.93.38.123 - - [06/Apr/2026:07:44:22 +0000] "GET /favicon.png HTTP/1.1" 200 96636 "https://app.ximples.com.br/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
74.7.227.191 - - [06/Apr/2026:16:40:14 +0000] "GET / HTTP/1.1" 200 2836 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.191 - - [06/Apr/2026:16:40:18 +0000] "GET /_next/static/chunks/0_y62ouqyf--c.js HTTP/1.1" 200 13310 "https://app.ximples.com.br/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.230.24 - - [06/Apr/2026:16:40:19 +0000] "GET /robots.txt HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot"
74.7.227.191 - - [06/Apr/2026:16:40:23 +0000] "GET /_next/static/chunks/04s5mez522w51.js HTTP/1.1" 200 31198 "https://app.ximples.com.br/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.191 - - [06/Apr/2026:16:40:25 +0000] "GET /_next/static/chunks/0.bgjv8xcb70c.js HTTP/1.1" 200 11586 "https://app.ximples.com.br/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.191 - - [06/Apr/2026:16:40:28 +0000] "GET /_next/static/chunks/12pqiyt0ek5ng.css HTTP/1.1" 200 21726 "https://app.ximples.com.br/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET / HTTP/1.1" 200 2836 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /.env HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /_next/static/chunks/0vkgb7xyv-nko.js HTTP/1.1" 200 71058 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/0d3shmwh5_nmn.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /_next/static/chunks/0pqt~8bl3ukh4.js HTTP/1.1" 200 9256 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/03~yq9q893hmn.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /_next/static/chunks/0eax33z5cu6y2.js HTTP/1.1" 200 10043 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/04s5mez522w51.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /_next/static/chunks/turbopack-0dawjl7raq68q.js HTTP/1.1" 200 4179 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/0pqt~8bl3ukh4.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/0o59ac8426icc.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/0_y62ouqyf--c.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/0.bgjv8xcb70c.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /_next/static/chunks/0o59ac8426icc.js HTTP/1.1" 200 37226 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/15ika4zy8_z34.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/14okdlxa51d~o.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /_next/static/chunks/15ika4zy8_z34.js HTTP/1.1" 200 2514 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /_next/static/chunks/03~yq9q893hmn.js HTTP/1.1" 200 39687 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:45 +0000] "GET /%22/_next/static/chunks/0yb2wil16uz6h.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /%22/_next/static/chunks/turbopack-0dawjl7raq68q.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /%22/_next/static/chunks/0vkgb7xyv-nko.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /_next/static/chunks/04s5mez522w51.js HTTP/1.1" 200 31198 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /%22/_next/static/chunks/0eax33z5cu6y2.js%22 HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /_next/static/chunks/0_y62ouqyf--c.js HTTP/1.1" 200 13310 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /_next/static/chunks/0.bgjv8xcb70c.js HTTP/1.1" 200 11586 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /.env.bak HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /_next/static/chunks/0d3shmwh5_nmn.js HTTP/1.1" 200 12903 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /_next/static/chunks/0yb2wil16uz6h.js HTTP/1.1" 200 2030 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /_next/static/chunks/14okdlxa51d~o.js HTTP/1.1" 200 8927 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /.env.save HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /.env.local HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /backend/.env HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /admin/.env HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /.git/config HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:46 +0000] "GET /wp-config.php HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:47 +0000] "GET /wp-config.php.old HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:47 +0000] "GET /config.php HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:47 +0000] "GET /config.php.bak HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
93.123.109.214 - - [07/Apr/2026:00:16:47 +0000] "GET /config.js HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:47 +0000] "GET /aws-config.js HTTP/1.1" 404 2527 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:47 +0000] "GET /aws.config.js HTTP/1.1" 404 2527 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:48 +0000] "GET /.git/HEAD HTTP/1.1" 404 2532 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:48 +0000] "GET /.git/config HTTP/1.1" 404 2527 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
93.123.109.214 - - [07/Apr/2026:00:16:53 +0000] "POST / HTTP/1.1" 404 24 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
179.215.120.80 - - [07/Apr/2026:00:52:30 +0000] "GET /login HTTP/1.1" 200 4392 "https://www.ximples.com.br/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:30 +0000] "GET /_next/static/media/797e433ab948586e-s.p.0.q-h669a_dqa.woff2 HTTP/1.1" 200 31288 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:30 +0000] "GET /_next/static/media/83afe278b6a6bb3c-s.p.0q-301v4kxxnr.woff2 HTTP/1.1" 200 48432 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0vjzrvtg1af.6.css HTTP/1.1" 200 1049 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/12pqiyt0ek5ng.css HTTP/1.1" 200 21733 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/media/caa3a2e1cccd8315-s.p.16t1db8_9y2o~.woff2 HTTP/1.1" 200 28388 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0yb2wil16uz6h.js HTTP/1.1" 200 2030 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/14okdlxa51d~o.js HTTP/1.1" 200 8927 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0o59ac8426icc.js HTTP/1.1" 200 37226 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0vkgb7xyv-nko.js HTTP/1.1" 200 71058 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/turbopack-0dawjl7raq68q.js HTTP/1.1" 200 4179 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0pqt~8bl3ukh4.js HTTP/1.1" 200 9256 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0_y62ouqyf--c.js HTTP/1.1" 200 13310 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0d3shmwh5_nmn.js HTTP/1.1" 200 12903 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/15ika4zy8_z34.js HTTP/1.1" 200 2514 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0iobf1jub1~ks.js HTTP/1.1" 200 12226 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /logo-ximples-white.png HTTP/1.1" 200 75703 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_next/static/chunks/0eax33z5cu6y2.js HTTP/1.1" 200 10043 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:31 +0000] "GET /_vercel/insights/script.js HTTP/1.1" 404 2532 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
179.215.120.80 - - [07/Apr/2026:00:52:32 +0000] "GET /favicon.png HTTP/1.1" 200 96636 "https://app.ximples.com.br/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
