34.227.110.80 - - [04/Apr/2026:02:50:29 +0000] "GET /up HTTP/1.1" 200 1842 "-" "curl/8.5.0"
142.93.0.66 - - [04/Apr/2026:02:59:53 +0000] "GET /login.action HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:02:59:54 +0000] "GET /v2/_catalog HTTP/1.1" 404 9113 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:02:59:54 +0000] "GET /.DS_Store HTTP/1.1" 403 134 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:02:59:55 +0000] "GET /.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:02:59:57 +0000] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:02:59:59 +0000] "GET /.git/config HTTP/1.1" 403 134 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:00 +0000] "POST /graphql HTTP/1.1" 404 9109 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:00 +0000] "POST /api HTTP/1.1" 404 9105 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:00 +0000] "POST /api/graphql HTTP/1.1" 404 9113 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:00 +0000] "POST /graphql/api HTTP/1.1" 404 9113 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:00 +0000] "POST /api/gql HTTP/1.1" 404 9102 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:01 +0000] "GET /s/0383e2031313e2732323e24333/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:02 +0000] "GET /config.json HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
37.19.223.241 - - [04/Apr/2026:03:00:03 +0000] "GET / HTTP/1.1" 400 666 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
51.81.245.138 - - [04/Apr/2026:03:00:03 +0000] "GET / HTTP/1.1" 200 17399 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
142.93.0.66 - - [04/Apr/2026:03:00:04 +0000] "GET /telescope/requests HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
51.81.245.138 - - [04/Apr/2026:03:00:04 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "-" "python-requests/2.25.1"
142.93.0.66 - - [04/Apr/2026:03:00:04 +0000] "GET /info.php HTTP/1.1" 404 47 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.177.72.50 - - [04/Apr/2026:03:00:04 +0000] "GET /donate HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
34.227.110.80 - - [04/Apr/2026:03:00:04 +0000] "HEAD /up HTTP/1.1" 200 0 "-" "curl/8.5.0"
142.93.0.66 - - [04/Apr/2026:03:00:05 +0000] "GET /.well-known/security.txt HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
45.154.153.18 - - [04/Apr/2026:03:00:05 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Go-http-client/1.1"
34.227.110.80 - - [04/Apr/2026:03:00:06 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 501 "-" "curl/8.5.0"
142.93.0.66 - - [04/Apr/2026:03:00:06 +0000] "GET /actuator/env HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:08 +0000] "GET /swagger-ui.html HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:09 +0000] "GET /swagger/index.html HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.213.155.238 - - [04/Apr/2026:03:00:10 +0000] "GET / HTTP/1.1" 200 17399 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
142.93.0.66 - - [04/Apr/2026:03:00:10 +0000] "GET /swagger/swagger-ui.html HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:11 +0000] "GET /webjars/swagger-ui/index.html HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.213.155.238 - - [04/Apr/2026:03:00:11 +0000] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
142.93.0.66 - - [04/Apr/2026:03:00:12 +0000] "GET /swagger.json HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:13 +0000] "GET /swagger/v1/swagger.json HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:14 +0000] "GET /v2/api-docs HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:15 +0000] "GET /v3/api-docs HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:16 +0000] "GET /api-docs/swagger.json HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
142.93.0.66 - - [04/Apr/2026:03:00:17 +0000] "GET /api/swagger.json HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.177.72.50 - - [04/Apr/2026:03:00:17 +0000] "GET /billing HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:17 +0000] "GET /.env.production HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /.env.production.local HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /.env.prod HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
142.93.0.66 - - [04/Apr/2026:03:00:18 +0000] "GET /trace.axd HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /.env.staging HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /cart HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /dashboard HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /.env.stage HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET / HTTP/1.1" 200 17399 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:18 +0000] "GET /checkout HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /account HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /plans HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /.env.dev HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /sitemap.xml HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /.env.development HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /.env.local HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
142.93.0.66 - - [04/Apr/2026:03:00:19 +0000] "GET /@vite/env HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /.env.test HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:19 +0000] "GET /.env.uat HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.vite HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /pricing HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /signup HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /index.html HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.bak HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /register HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /robots.txt HTTP/1.1" 200 24 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.backup HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.example HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.old HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.save HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.dist HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.txt HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.template HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
142.93.0.66 - - [04/Apr/2026:03:00:20 +0000] "GET /.vscode/sftp.json HTTP/1.1" 403 134 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.json HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.stripe HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env.aws HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /.env_sample HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:20 +0000] "GET /env HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /env.backup HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /api/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /shop HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /admin HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /api/v1/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /order HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /api/v2/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /api/shared/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /subscribe HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /donate HTTP/1.1" 404 2329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /api/shared/config/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
142.93.0.66 - - [04/Apr/2026:03:00:21 +0000] "OPTIONS / HTTP/1.1" 405 166 "-" "Mozilla/5.0 (l9scan/2.0.0383e2031313e2732323e24333; +https://leakix.net)"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /backend/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /laravel/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /laravel/core/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /payment/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /stripe/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /assets/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /admin/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /app/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /core/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /docker/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /docker/app/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /server/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /src/config/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /web/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /src/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /public/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /config/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /portal/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
185.177.72.50 - - [04/Apr/2026:03:00:21 +0000] "GET /dev/.env HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36, curl/8.4.0"
